,6,"f",13,"Maryam","Yusuf Jamal","BRN"
,6,"f",14,"Agnes","Jebet Tirop","KEN"
,6,"f",15,"Mimi","Belete","BRN"
,6,"f",16,"Irene","Jelagat","KEN"
,6,"f",17,"Katie","Mackey","USA"
,6,"f",18,"Joanne","Pavey","GBR"
,6,"f",19,"Laura","Thweatt","USA"
,6,"f",20,"Emelia","Gorecka","GBR"
,7,"f",1,"Sally","Jepkosgei Kipyego","KEN"
,7,"f",2,"Molly","Huddle","USA"
,7,"f",3,"Betsy","Saina","KEN"
,7,"f",4,"Selly","Chepyego Kaptich","KEN"
,7,"f",5,"Jordan","Hasay","USA"
,7,"f",6,"Ayumi","Hagiwara","JPN"
,7,"f",7,"Julia","Bleasdale","GBR"
,7,"f",8,"Almensh","Belete","BEL"
,7,"f",9,"Doricah","Obare Kerubo","KEN"
,7,"f",10,"Florence","Jebet Kiplagat","KEN"
,7,"f",11,"Kim","Conley","USA"
,7,"f",12,"Alia","Saeed Mohammed","KEN"
,7,"f",13,"Clémence","Calvin","FRA"
,7,"f",14,"Changqin","Ding","CHN"
,7,"f",15,"Kasumi","Nishihara","JPN"
,7,"f",16,"Jessica","Augusto","POR"
,7,"f",17,"Yuka","Takashima","JPN"
,7,"f",18,"Rina","Yamazaki","JPN"
,7,"f",19,"Hanae","Tanaka","JPN"
,7,"f",20,"Eri","Makikawa","JPN"
,8,"f",1,"Tirfi","Tsegaye","ETH"
,8,"f",2,"Edna","Ngeringwony Kiplagat","KEN"
,8,"f",3,"Florence","Jebet Kiplagat","KEN"
,8,"f",4,"Feyse","Tadese","ETH"
,8,"f",5,"Tirunesh","Dibaba","ETH"
,8,"f",6,"Shalane","Flanagan","USA"
,8,"f",7,"Mare","Dibaba","ETH"
,8,"f",8,"Tigist","Tufa","ETH"
,8,"f",9,"Aberu","Kebede","ETH"
,8,"f",10,"Berhane","Dibaba","ETH"
,8,"f",11,"Flomena","Cheyech Daniel","KEN"
,8,"f",12,"Tadelech","Bekele","ETH"
,8,"f",13,"Mulu","Seboka","ETH"
,8,"f",14,"Firehiwot","Dado","ETH"
,8,"f",15,"Mariya","Konovalova","RUS"
,8,"f",16,"Sharon","Jemutai Cherop","KEN"
,8,"f",17,"Jelena","Prokopcuka","LAT"
,8,"f",18,"Lucy","Wangui Kabuu","KEN"
,8,"f",19,"Jessica","Augusto","POR"
,8,"f",20,"Caroline","Rotich","KEN"
,9,"f",1,"Hiwot","Ayalew","ETH"
,9,"f",2,"Sofia","Assefa","ETH"
,9,"f",3,"Emma","Coburn","USA"
,9,"f",4,"Habiba","Ghribi","TUN"
,9,"f",5,"Etenesh","Diro","ETH"
,9,"f",6,"Ruth","Jebet","BRN"
,9,"f",7,"Salima","Elouali Alami","MAR"
,9,"f",8,"Milcah","Chemos Cheywa","KEN"
,9,"f",9,"Hyvin","Kiyeng Jepkemoi","KEN"
,9,"f",10,"Purity","Cherotich Kirui","KEN"
,9,"f",11,"Charlotta","Fougberg","SWE"
,9,"f",12,"Lidya","Chepkurui","KEN"
,9,"f",13,"Stephanie","Garcia","USA"
,9,"f",14,"Nicole","Bush","USA"
,9,"f",15,"Sandra","Eriksson","FIN"
,9,"f",16,"Birtukan","Adamu","ETH"
,9,"f",17,"Ashley","Higginson","USA"
,9,"f",18,"Sviatlana","Kudzelich","BLR"
,9,"f",19,"Tigist","Getnet","ETH"
,9,"f",20,"Amina","Bettiche","ALG"
,10,"f",1,"Dawn","Harper Nelson","USA"
,10,"f",2,"Queen","Harrison","USA"
,10,"f",3,"Tiffany","Porter","GBR"
,10,"f",4,"Brianna","Rollins","USA"
,10,"f",5,"LoLo","Jones","USA"
,10,"f",6,"Cindy","Billaud","FRA"
,10,"f",7,"Kristi","Castlin","USA"
,10,"f",8,"Sally","Pearson","AUS"
,10,"f",9,"Kellie","Wells","USA"
,10,"f",10,"Sharika","Nelvis","USA"
,10,"f",11,"Kendra","Harrison","USA"
,10,"f",12,"Jasmin","Stowers","USA"
,10,"f",13,"Nadine","Hildebrand","GER"
,10,"f",14,"Shujiao","Wu","CHN"
,10,"f",15,"Jacqueline","Coward","USA"
,10,"f",16,"Tenaya","Jones","USA"
,10,"f",17,"Nia","Ali","USA"
,10,"f",18,"Tiffany","McReynolds","USA"
,10,"f",19,"Bridgette","Owens-Mitchell","USA"
,10,"f",20,"Cindy","Roleder","GER"
,12,"f",1,"Kaliese","Spencer","JAM"
,12,"f",2,"Kori","Carter","USA"
,12,"f",3,"Georganne","Moline","USA"
,12,"f",4,"Eilidh","Child","GBR"
,12,"f",5,"Denisa","Rosolová","CZE"
,12,"f",6,"Anna","Titimets","UKR"
,12,"f",7,"Adekoya","Oluwakemi","BRN"
,12,"f",8,"Irina","Davydova","RUS"
,12,"f",9,"Cassandra","Tate","USA"
,12,"f",10,"Tiffany","Williams","USA"
,12,"f",11,"Janieve","Russell","JAM"
,12,"f",12,"Kendra","Harrison","USA"
,12,"f",13,"Wenda","Nel","RSA"
,12,"f",14,"Anna","Yaroshchuk-Ryzhykova","UKR"
,12,"f",15,"Shamier","Little","USA"
,12,"f",16,"Ristananna","Tracey","JAM"
,12,"f",17,"Lashinda","Demus","USA"
,12,"f",18,"Nikita","Tracey","JAM"
,12,"f",19,"Nickiesha","Wilson","JAM"
,12,"f",20,"Vera","Barbosa","POR"
,13,"f",1,"Anna","Chicherova","RUS"
,13,"f",2,"Ruth","Beitia","ESP"
,13,"f",3,"Blanka","Vlašic","CRO"
,13,"f",4,"Maria","Kuchina","RUS"
,13,"f",5,"Justyna","Kasprzycka","POL"
,13,"f",6,"Ana","Šimic","CRO"
,13,"f",7,"Oksana","Okuneva","UKR"
,13,"f",8,"Airiné","Palšyté","LTU"
,13,"f",9,"Kamila","Licwinko","POL"
,13,"f",10,"Nafissatou","Thiam","BEL"
,13,"f",11,"Marie-Laurence","Jungfleisch","GER"
,13,"f",12,"Chaunté","Lowe","USA"
,13,"f",13,"Levern","Spencer","LCA"
,13,"f",14,"Inika","McPherson","USA"
,13,"f",15,"Svetlana","Radzivil","UZB"
,13,"f",16,"Isobel","Pooley","GBR"
,13,"f",17,"Xingjuan","Zheng","CHN"
,13,"f",18,"Irina","Gordeeva","RUS"
,13,"f",19,"Brigetta","Barrett","USA"
,13,"f",20,"Eleanor","Patterson","AUS"
,14,"f",1,"Fabiana","Murer","BRA"
,14,"f",2,"Jennifer","Suhr","USA"
,14,"f",3,"Lisa","Ryzih","GER"
,14,"f",4,"Ekateríni","Stefanídi","GRE"
,14,"f",5,"Yarisley","Silva","CUB"
,14,"f",6,"Anzhelika","Sidorova","RUS"
,14,"f",7,"Nikoléta","Kiriakopoúlou","GRE"
,14,"f",8,"Nicole","Büchler","SUI"
,14,"f",9,"Angelina","Zhuk-Krasnova","RUS"
,14,"f",10,"Alana","Boyd","AUS"
,14,"f",11,"Ling","Li","CHN"
,14,"f",12,"Jirina","Svobodová","CZE"
,14,"f",13,"Mary","Saxer","USA"
,14,"f",14,"Kylie","Hutson","USA"
,14,"f",15,"Marion","Fiack","FRA"
,14,"f",16,"Katharina","Bauer","GER"
,14,"f",17,"Yuliya","Golubchikova","RUS"
,14,"f",18,"Sandi","Morris","USA"
,14,"f",19,"Vanessa","Boslak","FRA"
,14,"f",20,"Minna","Nikkanen","FIN"
,15,"f",1,"Tianna","Bartoletta","USA"
,15,"f",2,"Anna","Nazarova-Klyashtornaya","RUS"
,15,"f",3,"Brittney","Reese","USA"
,15,"f",4,"Éloyse","Lesueur","FRA"
,15,"f",5,"Katarina","Johnson-Thompson","GBR"
,15,"f",6,"Malaika","Mihambo","GER"
,15,"f",7,"Darya","Klishina","RUS"
,15,"f",8,"Ivana","Španovic","SRB"
,15,"f",9,"Lena","Malkus","GER"
,15,"f",10,"Blessing","Okagbare","NGR"
,15,"f",11,"Tori","Bowie","USA"
,15,"f",12,"Sostene","Moguenara-Taroum","GER"
,15,"f",13,"Shara","Proctor","GBR"
,15,"f",14,"Funmi","Jimoh","USA"
,15,"f",15,"Yulia","Pidluzhnaya","RUS"
,15,"f",16,"María","del Mar Jover","ESP"
,15,"f",17,"Dafne","Schippers","NED"
,15,"f",18,"Irene","Pusterla","SUI"
